replica1,replica2,replica3,replica4,replica5,replica6,replica7,replica8,replica9,replica10,replica11,replica12,replica13,replica14,replica15,replica16,replica17,replica18,replica19,replica20,replica21,replica22,replica23,replica24,replica25
-37.4346,-43.8092,-38.9811,-39.6498,-38.2163,-37.9465,-39.0405,-38.8391,-41.5663,-39.5702,-44.2017,-39.6662,-40.1217,-39.2097,-39.1528,-39.3982,-39.9124,-40.1209,-43.1702,-40.5701,-40.2685,-37.9786,-38.9883,-39.7554,-39.5168
-32.3782,-28.8504,-30.0824,-28.6519,-30.765,-29.2964,-30.0461,-30.966,-30.3597,-29.689,-30.5486,-31.8522,-30.3164,-30.9516,-29.3232,-29.1699,-29.1462,-31.1731,-29.9095,-32.0597,-28.346,-31.8251,-30.5174,-30.6817,-28.5316
-31.8305,-31.5992,-32.0461,-29.4969,-31.9032,-28.6968,-30.5758,-30.9685,-31.4495,-30.8551,-34.4746,-32.3593,-31.2003,-30.1375,-27.6503,-33.3672,-30.914,-33.7897,-30.3351,-27.7809,-35.288,-30.6177,-31.5054,-30.263,-31.6759
-26.3577,-29.9191,-31.7209,-30.7828,-32.4179,-29.9731,-34.8183,-33.2805,-31.9857,-30.9578,-33.682,-29.7916,-31.032,-23.1705,-31.0364,-30.8713,-29.7122,-33.2371,-32.7707,-31.0955,-30.3362,-33.7636,-28.6135,-29.2969,-30.5229
-37.3962,-37.7391,-38.0392,-37.251,-36.8655,-35.9794,-37.9975,-37.4118,-36.9905,-38.5545,-37.504,-40.0196,-35.7648,-36.2619,-37.7861,-36.1696,-36.9975,-36.7412,-37.5532,-36.2833,-36.9618,-37.1222,-38.2102,-39.9884,-37.6099
-25.9354,-25.7029,-26.9165,-25.2396,-26.61,-23.3906,-25.7301,-20.2909,-27.2196,-30.8228,-27.4888,-22.2659,-27.5836,-26.271,-21.7381,-26.4089,-24.9056,-23.7306,-26.6552,-22.023,-22.5603,-23.0854,-23.8296,-26.0907,-22.2144
-30.766,-29.344,-28.6828,-28.5366,-29.971,-29.3648,-30.3613,-28.2074,-30.3028,-28.6098,-29.5934,-29.6865,-29.4712,-29.4167,-29.8173,-30.6812,-29.391,-30.7956,-29.9712,-30.2422,-30.4535,-30.306,-29.3652,-30.8688,-29.8358
-34.7748,-36.4787,-35.7998,-35.2668,-35.7506,-38.0892,-33.5032,-34.7768,-33.3171,-36.3056,-36.1822,-36.5416,-34.0588,-35.2654,-36.6608,-34.7369,-37.2508,-36.936,-36.8068,-37.0006,-33.6423,-32.5222,-36.4734,-36.0244,-36.3095
-35.6457,-45.3461,-47.2926,-36.1428,-45.4939,-37.1426,-35.102,-35.1424,-46.2312,-35.7662,-35.1478,-35.7599,-38.1009,-38.4473,-40.4882,-38.9665,-36.3689,-46.0931,-40.4216,-38.1085,-38.854,-34.1393,-40.2722,-38.5486,-34.7641
-32.7123,-33.9426,-37.6497,-33.9542,-38.0425,-36.0989,-36.8921,-33.5083,-31.864,-37.8725,-34.7166,-29.7142,-36.9245,-37.7604,-33.232,-35.007,-34.275,-38.487,-36.7346,-37.3318,-30.0482,-37.5971,-37.7283,-37.3081,-36.8039
-31.2577,-29.5402,-31.3617,-30.6723,-32.718,-28.2153,-31.9799,-29.5384,-30.79,-29.295,-29.8938,-31.1266,-28.1829,-28.6191,-29.4162,-30.1883,-31.5374,-31.4606,-29.1925,-31.5527,-28.2746,-29.6457,-30.9169,-31.1764,-31.5891
-22.5842,-22.931,-22.9616,-21.9321,-22.8332,-20.142,-22.9741,-22.7073,-22.453,-21.1502,-21.9257,-22.1879,-22.702,-24.4556,-22.9321,-22.9939,-23.8187,-23.7026,-23.5343,-25.0073,-22.8783,-24.5275,-22.1083,-22.7984,-20.3319
-29.0787,-21.3366,-22.609,-24.6323,-17.5593,-31.6691,-23.6918,-27.4728,-26.8034,-21.833,-17.2472,-26.2331,-27.0833,-24.2516,-26.285,-20.5004,-24.3427,-20.8853,-25.2297,-16.978,-23.4302,-19.3121,-25.271,-29.4172,-12.7023
-27.5827,-29.595,-25.3952,-32.3258,-27.0648,-25.4673,-22.3639,-28.5891,-27.4305,-22.2739,-24.9068,-26.7738,-25.1813,-22.9986,-18.8523,-25.5914,-26.2423,-23.5249,-20.9474,-26.0437,-30.0331,-26.0228,-33.5786,-26.1064,-31.2208
-26.2189,-24.8298,-24.4379,-25.7416,-26.2141,-26.2323,-25.3236,-25.4001,-24.2077,-24.4547,-26.6635,-28.1207,-25.8064,-25.0787,-27.9056,-26.9273,-26.0045,-25.8578,-26.5594,-27.5985,-25.2673,-26.0402,-24.4933,-26.2411,-25.1615
-22.1455,-21.7607,-23.9567,-23.4082,-26.1262,-20.8542,-22.4743,-21.2839,-21.8731,-23.1925,-23.1293,-25.8278,-23.7058,-24.0373,-25.8684,-23.8096,-24.2417,-25.2349,-22.0701,-21.0411,-25.5637,-24.5046,-25.3011,-24.7806,-23.5729
-26.0238,-23.1587,-20.7589,-25.3204,-27.4892,-27.7922,-24.7847,-19.4664,-23.1953,-20.4943,-23.5357,-21.2457,-24.5399,-27.3284,-29.464,-20.0853,-23.0942,-17.3572,-23.3635,-20.1035,-20.1377,-22.7527,-24.3138,-23.8543,-24.4299
-46.3614,-46.2224,-46.0925,-44.3265,-44.5653,-46.0192,-45.5485,-47.4162,-41.815,-45.8866,-42.7398,-46.2944,-46.0358,-46.6035,-44.1152,-44.9863,-45.2235,-45.9535,-46.7051,-43.7572,-44.8406,-45.9052,-38.0638,-45.991,-41.8332
-34.435,-26.9616,-32.2723,-28.4604,-33.8445,-34.1692,-29.7581,-21.2168,-32.2579,-32.6029,-25.5201,-32.2687,-26.2285,-32.2874,-32.0971,-32.2059,-29.0106,-32.6756,-29.5151,-32.2678,-31.5068,-32.1614,-32.8066,-32.4477,-32.4221
-13.5541,-17.3967,-16.456,-17.1495,-18.1865,-17.4816,-17.876,-15.8484,-15.3886,-16.9778,-17.9421,-18.6622,-16.6878,-16.8474,-17.4951,-16.29,-16.0086,-18.9995,-18.713,-17.0183,-17.9406,-17.5497,-16.5102,-17.1554,-8.8118
-23.5804,-24.2255,-24.4746,-24.8174,-23.5911,-25.0676,-21.5328,-22.6481,-24.0973,-25.2504,-25.2048,-25.6718,-24.6416,-24.185,-22.4306,-25.2251,-25.2255,-21.5651,-22.3182,-24.4998,-23.1771,-22.7481,-25.7101,-23.1226,-25.9469
-12.0804,-19.775,-20.0738,-19.3867,-20.8166,-19.049,-18.0381,-20.7585,-18.4508,-20.9704,-21.4393,-19.2883,-19.8852,-21.5892,-18.3227,-20.0899,-21.4386,-20.6953,-19.0268,-21.2173,-22.3146,-18.3851,-19.9493,-18.7022,-19.9419
-31.8199,-29.8646,-31.6279,-31.8844,-30.748,-31.3783,-29.9089,-31.4921,-30.6464,-31.2987,-31.2903,-31.0465,-31.7549,-32.0438,-30.5868,-31.3871,-31.5478,-29.6519,-31.2048,-31.6281,-31.781,-30.2053,-31.7218,-30.7515,-31.1942
-15.1289,-16.151,-15.5697,-16.4764,-15.3508,-17.6937,-16.5809,-16.6306,-16.9679,-16.7367,-16.8067,-15.3464,-16.1964,-17.1476,-14.5329,-16.4914,-18.4151,-16.6967,-16.1388,-15.9195,-13.8032,-15.6039,-15.3582,-7.8665,-15.9589
-29.6139,-26.6791,-29.5113,-26.4063,-25.4483,-26.0619,-27.9592,-28.355,-28.069,-28.3862,-28.307,-30.4514,-27.4283,-29.6818,-28.1395,-29.5831,-28.2425,-28.1772,-26.9004,-30.3397,-25.8761,-27.9187,-26.4469,-28.215,-30.5009
-25.3054,-23.9922,-26.2661,-26.6848,-25.9701,-26.4697,-26.9638,-26.7549,-25.9031,-25.0899,-26.4717,-27.935,-24.865,-26.3791,-24.1382,-25.8894,-25.6372,-25.039,-25.1718,-26.4122,-27.7061,-25.0603,-25.5211,-27.1842,-25.3706
-26.0983,-26.6948,-26.3893,-27.3056,-28.6122,-27.3928,-29.7315,-26.6937,-26.2267,-25.5578,-26.7797,-26.7158,-27.84,-26.8193,-26.7554,-27.7539,-26.3809,-27.1947,-25.7319,-26.1848,-26.6426,-27.6258,-27.5919,-27.126,-28.189
-24.3066,-24.3535,-24.2474,-25.6852,-25.3351,-23.5279,-24.2186,-25.1275,-23.8805,-23.3591,-24.6518,-24.7746,-26.0156,-24.7494,-24.3535,-24.3173,-24.0208,-25.2566,-25.0094,-23.5655,-25.1288,-23.3226,-24.4755,-24.9834,-23.3079
-38.6421,-38.7332,-37.0222,-38.717,-37.3731,-37.635,-37.1796,-37.5605,-36.5693,-38.298,-36.9338,-39.348,-38.946,-39.936,-38.8177,-39.7455,-33.8117,-39.516,-37.8687,-35.0049,-40.3945,-34.8892,-35.4622,-31.6214,-37.7158
-51.2286,-50.1843,-50.4566,-39.3667,-49.4343,-49.5546,-45.0871,-39.5883,-50.2075,-44.1513,-48.7332,-49.9252,-45.22,-49.1824,-49.4466,-42.2101,-41.8692,-38.9108,-49.9515,-41.4039,-55.0005,-40.0893,-44.8708,-39.3416,-54.9841
-22.491,-20.4841,-19.9087,-21.2136,-21.4877,-21.16,-20.5739,-21.6944,-21.3678,-21.4266,-21.3636,-18.0832,-20.5861,-21.5235,-22.271,-22.6779,-20.064,-22.1563,-21.3444,-20.7715,-21.7029,-19.7861,-21.2003,-21.3078,-20.8422
-32.122,-31.9127,-30.976,-31.6424,-30.9572,-31.5876,-31.5755,-31.5794,-31.9935,-31.07,-31.1298,-31.8958,-31.3153,-30.696,-31.301,-32.2179,-31.8267,-32.4819,-31.4877,-31.8397,-30.7987,-30.9396,-31.4986,-31.8606,-31.8743
-33.8337,-33.671,-33.8935,-33.5664,-30.1402,-34.1694,-34.7284,-33.5147,-32.9439,-34.0643,-33.5071,-34.9411,-33.3472,-32.4307,-33.7124,-31.1966,-33.572,-33.459,-33.5772,-34.7794,-33.4366,-31.4428,-34.3335,-33.4101,-30.3392
-24.9454,-31.5112,-35.3007,-32.5364,-26.3549,-29.2565,-28.8775,-28.3971,-26.593,-28.487,-30.2618,-31.0438,-31.1718,-30.6488,-35.4521,-30.056,-29.5414,-30.184,-33.1702,-29.9856,-25.5767,-27.8946,-28.8954,-32.7469,-28.001
-37.2631,-35.0777,-41.1715,-34.8551,-34.744,-35.9627,-35.7052,-34.8728,-34.1753,-32.8917,-33.6888,-34.3799,-40.1586,-35.1656,-41.4549,-34.7889,-35.0909,-44.8236,-35.6648,-32.6317,-35.0391,-36.8752,-33.9038,-33.5184,-35.6068
-22.2566,-21.5088,-22.3778,-22.0571,-23.0715,-22.4225,-19.9222,-23.0909,-22.0475,-21.993,-22.4539,-21.8882,-22.5494,-21.2295,-22.5305,-23.5298,-23.352,-19.5959,-22.3302,-19.5298,-21.3271,-19.5394,-22.2784,-22.3597,-20.8111
-35.0272,-37.8764,-38.3481,-35.3204,-40.9518,-35.8383,-35.8038,-35.2761,-31.1886,-38.3104,-35.8425,-37.9029,-35.7644,-39.5823,-27.4895,-36.6085,-36.1336,-36.5884,-37.4027,-35.2028,-37.2868,-35.3387,-35.2317,-36.8951,-36.6005
-41.7969,-37.9392,-41.7213,-40.7092,-37.372,-42.7813,-42.791,-41.8058,-41.6752,-37.0643,-38.7094,-43.735,-36.8175,-43.1378,-45.0269,-38.5512,-34.5028,-34.1307,-38.5695,-36.0288,-37.679,-35.8727,-43.4411,-42.0864,-42.5617
-15.652,-16.5104,-16.3376,-17.0264,-21.024,-19.1699,-18.9089,-14.7588,-18.594,-16.4214,-18.4214,-16.1085,-16.1915,-22.4005,-11.0334,-20.577,-16.7908,-18.9478,-16.2639,-22.8587,-18.2902,-19.8177,-20.3019,-20.4182,-18.2015
-29.865,-32.3767,-30.1481,-29.8753,-29.9776,-29.3523,-30.9835,-34.2732,-30.2444,-29.9141,-29.6855,-31.674,-30.2311,-30.3864,-34.2726,-30.2548,-28.8445,-28.3717,-29.9481,-31.0708,-32.7501,-28.968,-28.7066,-30.8657,-30.7137
-29.8396,-30.1021,-28.2683,-23.5553,-30.3645,-24.0136,-35.6567,-28.151,-32.9717,-26.4571,-31.4271,-30.2735,-26.3775,-27.8812,-25.5999,-28.9077,-39.9271,-27.1456,-22.077,-23.7948,-31.0392,-33.78,-31.9538,-25.0702,-28.0111
-30.4528,-28.8393,-33.3301,-24.832,-28.935,-25.4212,-15.5594,-21.1645,-28.3664,-29.8779,-26.141,-22.1153,-29.0672,-28.4713,-25.6121,-25.7265,-27.6531,-25.9657,-27.1049,-26.5206,-22.7575,-25.4009,-27.2424,-21.8726,-26.9031
-41.2753,-40.4931,-39.8154,-38.3761,-37.6954,-45.868,-39.9997,-38.8617,-39.7057,-41.7231,-39.6303,-37.9589,-38.7883,-39.8968,-40.5294,-38.1021,-37.9252,-39.1557,-36.9567,-38.9604,-34.3429,-39.8019,-42.0514,-42.6073,-38.1731
-29.7909,-22.452,-29.3079,-23.6846,-26.9432,-23.0948,-25.8003,-18.2883,-21.431,-21.4206,-27.8949,-26.1597,-26.1741,-21.0155,-21.2353,-21.5481,-18.8325,-19.5011,-22.5492,-26.4809,-25.7777,-15.0115,-27.5967,-26.5243,-27.1035
-34.4843,-31.053,-30.3456,-32.4425,-32.9252,-32.5456,-31.2922,-31.9745,-31.4754,-31.6654,-33.2222,-35.5238,-31.6916,-32.311,-33.1885,-31.7673,-34.4031,-31.806,-32.0267,-36.1742,-31.2581,-31.515,-30.4571,-30.692,-32.1502
-35.551,-36.5215,-37.1091,-36.5687,-36.5695,-36.3096,-36.3735,-36.6399,-36.8749,-36.2675,-36.7098,-37.3857,-36.899,-36.3271,-36.7618,-33.0383,-36.3387,-36.8667,-36.8895,-36.6867,-35.4961,-36.4779,-37.3256,-36.7605,-36.5542
-19.1522,-30.3389,-30.9918,-31.1395,-23.045,-18.1667,-30.1336,-21.8656,-32.2945,-23.755,-29.7854,-23.2296,-31.3414,-24.3476,-23.5034,-23.8022,-22.9798,-31.5162,-29.8256,-27.4001,-28.0358,-24.7269,-23.1505,-17.5891,-21.4944
-34.4566,-34.3996,-33.7052,-33.6276,-33.8443,-33.0601,-34.4149,-33.4393,-34.1519,-34.3064,-33.4916,-33.7331,-33.527,-34.7509,-34.2987,-34.1652,-33.8953,-33.1998,-33.9321,-32.6892,-33.2051,-34.1356,-33.3802,-33.7661,-33.567
-30.5529,-26.2319,-33.2688,-31.2477,-29.2012,-28.5082,-30.7753,-29.3881,-26.3586,-28.4435,-33.1434,-24.0042,-23.9044,-26.947,-33.3402,-29.3974,-24.5715,-34.1995,-31.1823,-31.7607,-33.1199,-32.5302,-32.2807,-32.9796,-23.3684
-21.8907,-19.3332,-19.1973,-20.6634,-20.5371,-19.8763,-21.009,-20.0889,-22.2053,-19.3528,-18.5648,-17.0534,-19.8474,-20.949,-20.1168,-18.8702,-21.2394,-21.1064,-19.3077,-20.3752,-21.3981,-21.8521,-21.1249,-17.9884,-20.237
-20.2088,-21.4954,-20.8857,-19.2722,-19.4755,-20.0122,-20.4351,-20.8734,-19.7179,-19.4005,-18.5092,-23.5038,-21.0982,-20.1066,-19.8181,-21.0695,-17.5265,-20.6003,-19.7905,-19.6604,-20.2439,-19.6755,-21.6029,-20.9776,-22.4565
-32.2916,-30.459,-26.4051,-30.7742,-35.3198,-31.4679,-30.1874,-32.7044,-34.085,-26.7984,-30.7381,-33.1946,-32.3366,-31.365,-37.3078,-31.0639,-40.1271,-30.5627,-36.5659,-28.3692,-36.5034,-34.1712,-33.021,-27.7294,-36.7903
-31.2786,-26.5479,-32.1512,-29.7732,-32.0399,-32.4385,-32.7097,-31.7313,-31.6239,-31.2825,-29.9388,-31.27,-32.1186,-31.8392,-28.0112,-30.8455,-31.7445,-33.2925,-29.7789,-28.7889,-31.5835,-31.3635,-31.9373,-31.6359,-31.6991
-32.484,-34.4446,-34.53,-34.8374,-34.9027,-33.206,-34.2501,-31.543,-34.3058,-35.4435,-32.0415,-34.8804,-32.3161,-34.2518,-32.843,-34.8427,-30.9006,-33.274,-36.3265,-35.7329,-34.2767,-32.1502,-29.358,-32.5214,-32.225
-35.3917,-33.7963,-33.5249,-34.9713,-34.4851,-32.5285,-35.4256,-35.1359,-35.2914,-34.5265,-34.2082,-34.7585,-35.2137,-34.2646,-34.3732,-33.581,-34.5472,-35.2275,-36.6355,-35.3314,-32.67,-36.1684,-35.7203,-34.2799,-35.1508
-38.7382,-36.1275,-37.3277,-37.3786,-35.6585,-37.3779,-34.9527,-32.4217,-41.7576,-40.023,-38.6469,-37.2866,-39.4426,-36.2159,-37.5213,-36.4966,-34.9556,-35.3662,-38.3192,-36.4976,-40.1605,-33.8843,-38.6576,-38.9333,-38.6102
-19.0619,-8.539,-5.3575,-15.2816,-18.1911,-15.5074,-5.6535,-11.7776,-6.5193,-12.729,-1.5243,-14.3786,-16.1813,-14.3806,-18.5396,-14.1224,-8.393,-16.1613,-17.3791,-8.5473,-11.0256,-6.8823,-13.486,-13.8097,-2.9354
-20.6693,-20.725,-20.6596,-19.1528,-21.1543,-20.0653,-14.7129,-16.229,-16.0316,-20.7408,-20.7255,-15.5679,-17.3778,-17.0484,-19.763,-18.4093,-17.1937,-20.9118,-19.5401,-17.653,-14.9526,-19.9032,-14.4194,-15.0371,-19.0928
-30.4756,-25.9535,-29.362,-29.9023,-29.8275,-30.8803,-30.548,-30.1908,-30.6627,-28.9705,-30.0507,-29.6897,-30.6695,-30.3318,-30.6222,-29.7301,-30.4604,-29.8537,-29.6599,-30.7817,-31.8996,-30.5403,-32.0258,-30.5163,-29.5994
-24.9274,-25.338,-25.6677,-24.0625,-26.5237,-24.944,-24.9393,-25.8471,-26.7684,-26.5884,-24.7311,-24.654,-23.5381,-24.0803,-25.2611,-23.5164,-26.1073,-25.2928,-23.6605,-25.1317,-24.5632,-24.3989,-25.0958,-26.431,-25.8313
-39.9565,-40.1749,-33.9087,-36.8941,-36.2951,-36.7259,-36.6808,-39.7705,-35.7323,-36.3837,-36.5228,-38.8431,-32.2166,-34.8661,-36.1781,-36.1559,-37.9328,-35.8197,-36.8916,-36.5549,-36.5008,-33.0701,-35.8742,-34.2559,-35.8797
-43.5757,-36.8594,-33.509,-48.5579,-35.2826,-41.9642,-44.2546,-40.4246,-41.8915,-41.6627,-35.666,-36.9849,-47.3946,-35.8021,-30.0051,-26.6147,-30.9923,-45.5855,-25.527,-25.3722,-41.814,-43.2668,-24.4178,-42.7172,-40.6997
-30.6551,-30.7144,-29.4523,-32.9724,-29.0353,-30.411,-29.0593,-27.9285,-31.255,-30.2288,-27.9467,-28.6201,-28.327,-31.7665,-38.9136,-29.2491,-37.0441,-27.9247,-29.8271,-30.55,-33.0129,-29.4963,-32.2756,-33.0973,-30.1617
-33.9549,-32.4724,-31.7814,-39.1053,-34.6239,-38.978,-33.2535,-34.1742,-31.816,-35.064,-35.6403,-32.5237,-34.6423,-31.9221,-36.4238,-36.7331,-36.8633,-35.8289,-34.0896,-37.6156,-33.0932,-34.4427,-33.4402,-31.8563,-31.8567
-17.5077,-15.3231,-25.618,-16.2064,-15.6036,-20.1703,-16.3763,-19.7356,-18.0009,-18.7511,-16.9842,-22.3706,-19.1371,-18.9509,-19.7435,-7.9033,-10.3226,-16.1129,-15.2256,-19.0398,-16.1348,-15.2377,-7.4077,-14.1739,-16.6814
-20.4212,-18.1461,-18.4754,-16.1366,-19.5418,-18.1744,-20.6599,-22.9784,-19.9082,-20.4658,-21.3455,-22.2745,-19.3362,-20.0791,-18.0081,-22.1593,-20.374,-21.0229,-21.0654,-17.7467,-20.3073,-19.8039,-18.6019,-19.7076,-18.9715
-36.1638,-34.3054,-35.0118,-35.6751,-34.6566,-34.7495,-34.9396,-35.1327,-37.3001,-33.6247,-35.3752,-34.9222,-34.3415,-35.4771,-35.4775,-35.7245,-35.8617,-34.4968,-31.0206,-35.6075,-34.452,-36.0567,-37.8808,-35.7188,-34.7432
-25.1276,-35.0835,-25.4743,-29.7532,-37.7582,-25.4321,-26.8299,-30.7717,-34.0283,-27.3379,-33.3101,-25.2641,-24.1218,-27.6164,-34.3503,-29.5467,-25.4237,-33.9072,-29.0058,-31.2976,-35.7893,-29.9308,-29.8483,-25.4676,-32.591
-16.8287,-17.4395,-16.2795,-18.8297,-20.1906,-20.5822,-15.5061,-17.4508,-17.4393,-17.2561,-18.2548,-16.3869,-16.1952,-16.4898,-17.3083,-18.2284,-14.2587,-17.4188,-17.4707,-17.0514,-16.9948,-16.25,-17.2895,-16.7465,-16.5702
-39.74,-38.939,-39.7535,-42.642,-40.792,-37.2914,-39.8492,-39.5381,-39.2543,-41.4659,-41.6627,-39.0636,-37.5041,-37.7371,-40.9788,-38.4147,-38.567,-41.502,-41.7779,-38.2779,-36.2272,-38.0253,-40.1081,-36.2557,-37.499
-10.3191,-12.5814,-11.4258,-11.9293,-11.9215,-11.6881,-12.4088,-10.6471,-9.4346,-11.8073,-12.8525,-10.2005,-10.5842,-11.1802,-13.1301,-13.9725,-12.8525,-11.6999,-12.1829,-12.3234,-11.3974,-13.5129,-14.0201,-12.0435,-10.0324
-24.5615,-26.3427,-24.9004,-26.7402,-24.8602,-26.1239,-24.7057,-23.5553,-26.206,-24.9962,-24.9588,-23.9221,-24.7717,-24.011,-24.7724,-25.5555,-28.3353,-25.402,-24.6435,-25.4715,-25.6064,-26.0036,-25.7831,-26.0869,-25.8917
-20.883,-19.5605,-21.0409,-20.3401,-22.2722,-20.8941,-20.6729,-20.2049,-20.2139,-21.6562,-20.693,-21.0752,-19.9632,-20.8197,-21.2079,-21.8987,-20.8172,-22.1066,-19.7544,-20.0436,-20.8694,-24.4803,-21.404,-20.9281,-20.2655
-33.6894,-35.2633,-33.3771,-35.3976,-35.2711,-34.221,-35.2115,-32.2615,-37.2197,-34.0944,-34.6355,-32.3581,-35.9087,-31.7327,-28.458,-36.1105,-32.4455,-35.0718,-32.1109,-36.4532,-33.9786,-36.2924,-34.8647,-35.5168,-35.3743
-28.9663,-30.5294,-28.038,-27.987,-29.5808,-25.0248,-28.6407,-31.534,-31.8365,-31.8214,-25.5933,-29.2128,-27.4963,-32.5625,-26.1213,-29.9008,-27.6423,-26.818,-32.4603,-28.7989,-28.7467,-27.4554,-32.5492,-27.8177,-32.7544
-24.947,-13.3038,-24.5868,-21.0489,-14.5335,-24.9084,-25.0206,-23.8801,-23.7859,-25.2366,-20.6179,-25.4566,-25.2167,-25.1138,-24.9801,-24.2159,-25.1159,-23.8125,-22.821,-23.8965,-23.1399,-23.3166,-24.4053,-25.1943,-23.9126
-34.4248,-36.3548,-34.8362,-34.8975,-35.5177,-35.4384,-37.4064,-34.1833,-36.896,-35.8523,-36.4842,-35.7543,-35.0959,-34.0706,-34.3294,-36.595,-35.0655,-35.6921,-34.7057,-36.9534,-35.5529,-35.5367,-35.4975,-36.7581,-35.9465
-21.0511,-28.7899,-30.2382,-21.4434,-27.9962,-24.9691,-30.7587,-6.9009,-28.7821,-25.4136,-25.4781,-24.8426,-23.405,-28.3207,-24.9239,-20.902,-25.4712,-17.6716,-35.3769,-23.9815,-18.0108,-27.135,-25.884,-27.2838,-21.4552
-29.0498,-27.9578,-28.2176,-28.7668,-29.596,-27.1717,-26.636,-28.8069,-26.9086,-28.6938,-29.2399,-29.4651,-26.91,-28.84,-28.7963,-28.629,-29.0415,-29.7202,-30.3091,-26.9423,-29.228,-27.745,-29.2371,-27.6167,-29.3014
-35.7756,-35.1519,-35.9897,-36.2907,-26.0741,-35.6261,-35.4838,-37.522,-38.0075,-35.3405,-30.1433,-35.2973,-35.1508,-29.9532,-35.638,-36.2228,-37.0188,-34.8359,-34.1928,-36.2065,-36.4255,-36.1576,-35.2235,-36.2282,-36.7254
-32.9991,-33.7756,-33.1301,-32.9748,-33.3021,-31.8578,-31.7193,-33.2804,-32.7267,-32.4605,-32.0081,-31.7844,-32.6236,-31.4034,-32.4621,-32.082,-33.1475,-33.2906,-33.0383,-32.6642,-33.378,-32.197,-32.9837,-32.5272,-32.407
-40.8651,-42.6093,-40.6565,-38.2852,-39.4437,-41.476,-36.639,-44.8252,-43.8079,-42.822,-40.5079,-40.0701,-42.6777,-41.041,-44.7687,-41.3719,-40.9825,-41.6765,-40.3584,-43.0803,-40.7715,-39.1506,-40.8712,-37.6743,-40.5441
-26.0746,-26.4893,-25.5376,-27.936,-24.044,-26.9196,-25.7506,-27.317,-27.1355,-24.8815,-26.9597,-27.3967,-25.3354,-26.3858,-27.0385,-25.6549,-26.7072,-25.9617,-26.3462,-26.5667,-25.2058,-27.542,-26.7379,-29.2894,-24.7344
-37.3538,-38.0036,-37.7153,-37.4811,-37.9569,-37.0672,-37.368,-37.9635,-37.5923,-37.1004,-36.5447,-38.2577,-37.7232,-35.8795,-38.1214,-38.2199,-33.6204,-34.681,-36.9802,-36.3473,-38.2571,-36.0044,-38.1931,-37.7869,-37.5281
-29.1985,-26.5652,-26.3128,-27.7012,-28.1569,-25.7279,-25.0613,-28.7389,-26.3035,-25.3891,-27.3447,-26.5215,-27.5182,-27.931,-27.7483,-27.8344,-28.0046,-26.2177,-27.8944,-28.8247,-27.6253,-26.4497,-27.9576,-25.8116,-27.532
-21.6993,-19.5026,-19.4553,-20.7397,-20.1917,-20.6242,-19.5099,-18.4826,-20.256,-20.9507,-21.6521,-21.1321,-20.6135,-20.1433,-20.8495,-19.0111,-19.579,-20.2735,-21.3143,-19.257,-21.1582,-20.4882,-20.598,-20.7272,-20.937
-33.5825,-35.2387,-34.7745,-34.989,-32.059,-34.7139,-34.2631,-34.7638,-33.3633,-35.091,-35.7004,-34.4918,-35.8044,-35.507,-35.0385,-34.9583,-33.6402,-35.6438,-34.0701,-33.9608,-35.1015,-35.6986,-31.4177,-35.4005,-35.1997
-35.6037,-36.9769,-36.7655,-36.6813,-36.7813,-36.7293,-39.1631,-35.1992,-33.9682,-39.7992,-36.5179,-30.9718,-40.1514,-35.9912,-35.5129,-35.0548,-34.1222,-32.5779,-34.7539,-34.0811,-36.0952,-37.2601,-35.5102,-35.0809,-35.9681
-19.228,-18.6452,-18.1388,-18.0689,-18.2605,-18.0308,-18.8749,-17.8131,-19.6909,-18.9703,-19.0709,-17.5861,-18.8845,-19.2105,-18.7706,-18.5371,-18.9968,-17.9995,-18.6619,-18.7763,-19.0427,-17.9412,-18.0948,-18.4645,-19.541
-53.1503,-52.7479,-55.7427,-56.6204,-53.7138,-53.2853,-56.1815,-55.9721,-55.3574,-55.5794,-56.0838,-56.0036,-59.0618,-54.3036,-55.7488,-51.2033,-56.7239,-55.863,-52.3317,-57.3296,-55.2103,-55.8104,-52.7019,-55.6755,-53.2801
-34.7514,-35.7137,-39.9064,-38.1294,-36.2986,-39.5365,-36.7766,-33.5441,-38.2704,-35.4429,-31.1212,-37.6749,-36.8209,-28.7443,-35.0705,-33.0329,-35.9642,-37.4642,-37.7032,-37.7969,-34.0768,-38.4688,-36.612,-33.142,-37.2973
-25.5884,-25.7029,-23.7853,-25.3581,-21.9571,-24.3362,-25.8431,-26.4314,-25.5215,-26.2075,-24.6811,-25.6837,-25.5384,-24.7882,-25.668,-25.616,-25.7101,-25.903,-25.1336,-25.184,-24.7219,-25.7942,-22.3943,-26.6665,-26.329
-29.8602,-24.5893,-22.9726,-25.8214,-25.1846,-30.3627,-21.7534,-23.1313,-26.8751,-25.3763,-25.3877,-21.5537,-27.4749,-30.5874,-27.8139,-23.9442,-23.519,-24.0406,-25.6428,-20.5366,-23.9745,-27.6023,-23.7371,-19.8901,-26.4309
-36.2854,-35.9057,-34.522,-36.1013,-33.7882,-35.4919,-34.6565,-32.949,-35.2894,-35.9597,-35.3596,-34.8433,-33.7744,-35.0688,-34.5536,-35.4536,-32.9109,-34.5426,-35.1965,-32.6317,-35.6081,-35.0852,-35.3471,-35.3941,-35.6719
